delivery_id,date,zone,distance_km,delivery_time_min,package_weight_kg,shipment_volume,transport_cost,first_attempt_success
D01099,2026-05-29,South Zone 2,12.06,34.6,2.13,9,83.94,True
D01100,2026-07-03,South Zone 2,9.14,31.6,7.46,9,87.76,True
D01101,2026-05-23,West Zone 1,14.04,49.2,4.48,4,107.82,True
D01102,2026-05-11,North Zone 2,11.43,31.8,0.96,4,79.81,True
D01103,2026-06-18,East Zone 1,7.07,14.8,10.35,5,81.05,True
D01104,2026-05-20,West Zone 1,14.43,60.9,1.59,7,101.61,True
D01105,2026-07-05,North Zone 2,10.56,27.3,0.34,8,80.09,True
D01106,2026-07-07,East Zone 1,9.85,31.0,1.74,4,82.53,True
D01107,2026-06-08,East Zone 1,9.05,27.0,2.36,6,80.66,True
D01108,2026-06-27,South Zone 2,10.38,28.1,2.55,8,82.16,True
D01109,2026-05-15,North Zone 2,10.26,21.5,2.61,6,84.88,True
D01110,2026-05-25,East Zone 1,7.75,15.5,8.53,7,72.25,True
D01111,2026-07-08,North Zone 2,8.09,30.6,3.21,4,84.02,True
D01112,2026-06-03,South Zone 2,8.53,40.9,1.68,9,69.98,True
D01113,2026-07-07,North Zone 1,12.5,32.2,2.97,10,97.36,True
D01114,2026-05-16,South Zone 2,10.33,32.6,2.42,6,79.59,False
D01115,2026-06-22,North Zone 2,8.02,19.7,6.74,4,90.03,True
D01116,2026-06-23,North Zone 1,9.44,22.8,5.45,7,82.8,True
D01117,2026-05-19,South Zone 2,9.43,37.1,0.84,8,70.77,False
D01118,2026-07-06,North Zone 2,12.66,31.0,2.58,5,85.59,True
D01119,2026-06-16,North Zone 1,2.73,12.6,2.06,6,56.2,True
D01120,2026-05-29,South Zone 2,9.47,23.1,3.19,6,91.15,True
D01121,2026-07-04,North Zone 1,9.23,20.4,4.56,6,71.15,True
D01122,2026-05-28,East Zone 1,7.57,13.2,2.74,11,85.9,False
D01123,2026-05-31,East Zone 1,9.85,27.6,0.37,10,81.34,True
D01124,2026-06-16,North Zone 2,10.07,35.3,6.13,8,79.91,True
D01125,2026-05-13,North Zone 1,3.89,4.4,1.94,1,57.24,True
D01126,2026-05-30,North Zone 2,11.54,33.4,3.73,6,90.66,False
D01127,2026-06-24,South Zone 1,1.75,6.6,1.74,7,44.35,True
D01128,2026-05-04,South Zone 2,10.76,39.5,7.01,6,91.16,True
D01129,2026-05-21,South Zone 1,5.18,5.6,1.26,7,63.72,True
D01130,2026-06-16,South Zone 2,15.21,65.4,5.73,4,100.56,True
D01131,2026-06-04,West Zone 1,12.07,50.0,3.37,4,87.74,False
D01132,2026-05-22,East Zone 1,7.16,18.1,2.08,7,65.39,True
D01133,2026-06-25,North Zone 2,7.25,18.9,12.31,5,93.23,True
D01134,2026-05-28,East Zone 1,9.64,19.3,0.94,2,81.83,True
D01135,2026-07-12,South Zone 1,2.02,9.3,10.94,11,83.76,True
D01136,2026-05-25,North Zone 2,8.39,19.0,1.55,9,70.36,True
D01137,2026-06-22,South Zone 2,12.68,46.6,5.04,7,99.13,True
D01138,2026-07-01,North Zone 2,7.71,21.3,4.41,6,64.62,False
D01139,2026-05-18,West Zone 1,14.66,57.0,11.58,3,113.82,True
D01140,2026-05-21,South Zone 2,8.56,28.6,5.16,7,89.06,True
D01141,2026-06-15,South Zone 1,5.13,10.6,5.92,8,62.15,True
D01142,2026-06-29,North Zone 2,9.26,28.0,3.84,7,78.18,True
D01143,2026-05-17,East Zone 1,9.02,26.6,7.54,8,90.07,True
D01144,2026-05-21,South Zone 2,15.16,55.2,7.7,9,92.21,True
D01145,2026-05-09,South Zone 2,9.85,16.5,1.58,5,86.01,True
D01146,2026-06-21,North Zone 1,8.49,15.7,1.68,4,76.5,True
D01147,2026-06-28,South Zone 2,9.56,33.5,1.67,8,72.86,True
D01148,2026-05-25,South Zone 2,16.62,51.3,2.23,3,91.33,True
D01149,2026-05-18,South Zone 2,12.03,46.3,3.37,9,96.97,True
D01150,2026-05-20,South Zone 2,13.27,50.8,1.07,6,94.9,True
D01151,2026-07-04,East Zone 1,4.93,9.6,3.83,5,60.57,True
D01152,2026-05-08,North Zone 2,10.16,26.2,9.71,6,101.14,True
D01153,2026-06-19,South Zone 1,3.43,7.8,17.05,6,93.78,True
D01154,2026-06-29,South Zone 1,4.07,4.0,11.46,5,81.99,True
D01155,2026-06-18,West Zone 1,12.24,53.5,3.05,6,89.67,True
D01156,2026-06-09,North Zone 1,0.58,4.3,4.01,11,45.48,True
D01157,2026-05-13,North Zone 2,6.29,17.2,2.91,8,68.73,True
D01158,2026-05-11,South Zone 1,4.51,12.1,6.23,7,74.3,True
D01159,2026-07-05,North Zone 1,0.55,4.0,3.6,8,51.98,True
D01160,2026-06-01,South Zone 1,3.77,10.0,2.61,6,55.33,True
D01161,2026-05-27,North Zone 2,13.41,33.6,7.46,9,99.25,True
D01162,2026-06-13,North Zone 2,9.71,17.9,4.5,9,84.5,True
D01163,2026-07-09,South Zone 1,5.73,7.8,0.78,8,66.93,True
D01164,2026-05-12,North Zone 2,8.3,26.1,1.5,8,71.96,True
D01165,2026-06-30,South Zone 1,2.38,4.0,4.31,6,56.08,True
D01166,2026-06-28,North Zone 2,9.65,26.3,1.84,4,79.78,True
D01167,2026-07-12,East Zone 1,11.32,26.7,3.42,12,84.41,True
D01168,2026-06-16,South Zone 1,8.24,15.8,3.32,4,77.56,True
D01169,2026-06-28,South Zone 1,2.67,4.6,9.41,6,75.06,True
D01170,2026-05-23,West Zone 1,13.6,45.4,2.85,9,85.51,True
D01171,2026-05-17,West Zone 1,10.53,35.2,1.66,6,80.78,True
D01172,2026-05-11,South Zone 1,0.5,4.0,4.42,6,45.03,True
D01173,2026-05-10,South Zone 1,8.22,15.2,3.54,7,79.06,True
D01174,2026-05-07,South Zone 2,12.55,40.4,4.24,4,82.44,False
D01175,2026-06-27,North Zone 2,12.62,29.5,5.16,8,97.1,True
D01176,2026-05-30,South Zone 1,3.58,9.3,5.09,4,65.65,True
D01177,2026-07-10,North Zone 2,7.89,18.0,0.81,9,74.29,True
D01178,2026-06-21,North Zone 1,4.95,10.4,8.8,3,75.53,True
D01179,2026-05-05,North Zone 2,9.19,32.5,4.49,8,75.23,True
D01180,2026-05-24,West Zone 1,19.68,74.5,4.31,6,115.6,True
D01181,2026-05-10,North Zone 1,8.87,23.2,2.83,8,63.19,True
D01182,2026-07-07,North Zone 2,4.9,15.7,2.99,9,59.81,True
D01183,2026-06-28,East Zone 1,9.26,19.0,0.2,6,65.95,True
D01184,2026-05-29,West Zone 1,12.93,42.5,7.86,6,103.0,True
D01185,2026-05-23,West Zone 1,13.92,56.6,7.64,9,106.43,True
D01186,2026-06-07,North Zone 1,6.52,9.0,2.66,9,74.13,True
D01187,2026-06-11,South Zone 1,2.1,4.0,7.13,10,61.09,True
D01188,2026-05-12,North Zone 1,6.59,18.1,4.31,9,81.92,True
D01189,2026-05-04,South Zone 2,10.83,38.6,5.35,5,92.76,True
D01190,2026-06-21,East Zone 1,5.4,5.0,7.02,6,78.9,True
D01191,2026-05-07,South Zone 2,11.4,36.4,1.48,13,79.22,True
D01192,2026-05-04,South Zone 2,11.55,36.3,3.61,9,86.1,True
D01193,2026-06-18,South Zone 1,6.05,11.3,3.23,5,70.15,True
D01194,2026-05-31,East Zone 1,3.64,7.4,2.46,7,54.08,False
D01195,2026-06-18,South Zone 2,9.53,35.7,8.18,4,95.45,True
D01196,2026-05-19,North Zone 1,8.24,30.4,3.59,6,83.53,True
D01197,2026-05-18,East Zone 1,13.19,31.7,3.99,4,95.76,True
D01198,2026-05-22,West Zone 1,17.52,67.6,3.02,9,106.62,True
D01199,2026-05-15,North Zone 1,4.68,4.9,7.79,7,61.77,True
D01200,2026-06-15,North Zone 1,3.89,7.4,5.11,10,70.44,True
D01201,2026-06-30,South Zone 1,9.31,19.4,3.38,7,81.53,True
D01202,2026-06-24,North Zone 1,6.58,17.1,2.78,7,67.05,True
D01203,2026-05-18,North Zone 2,10.05,23.9,1.74,7,76.97,True
D01204,2026-05-05,West Zone 1,11.26,51.5,1.17,6,86.61,True
D01205,2026-06-17,North Zone 1,4.5,8.2,2.73,7,52.78,False
D01206,2026-05-07,South Zone 1,3.87,12.9,4.67,7,65.55,True
D01207,2026-05-14,North Zone 1,6.65,6.6,1.02,5,64.91,True
D01208,2026-05-05,West Zone 1,14.28,67.2,5.42,8,106.81,True
D01209,2026-07-04,North Zone 2,8.16,20.8,9.46,4,90.84,True
D01210,2026-06-11,East Zone 1,5.53,14.9,3.37,10,69.96,True
D01211,2026-06-23,North Zone 1,7.78,9.1,12.16,9,79.04,False
D01212,2026-06-03,West Zone 1,16.84,76.2,7.22,8,114.23,True
D01213,2026-07-12,South Zone 2,13.22,46.1,8.71,6,105.69,True
D01214,2026-06-19,North Zone 2,11.9,33.4,1.47,3,89.45,True
D01215,2026-07-01,North Zone 1,10.36,30.2,10.2,10,95.92,True
D01216,2026-05-08,North Zone 1,3.26,8.8,7.61,7,63.56,True
D01217,2026-06-25,South Zone 1,0.59,4.0,0.41,7,48.12,True
D01218,2026-06-09,North Zone 2,9.66,37.1,2.2,7,81.46,True
D01219,2026-07-03,South Zone 2,11.37,37.2,4.53,7,99.25,True
D01220,2026-05-25,South Zone 1,7.58,12.3,0.2,10,61.25,True
D01221,2026-05-25,South Zone 2,11.78,35.7,0.2,5,86.0,True
D01222,2026-06-17,East Zone 1,12.75,28.2,0.67,8,78.02,True
D01223,2026-06-12,East Zone 1,7.81,18.1,4.68,3,79.36,True
D01224,2026-06-16,South Zone 1,3.5,12.0,0.36,4,53.58,True
D01225,2026-06-12,West Zone 1,16.17,50.4,4.13,4,110.51,True
D01226,2026-05-31,North Zone 2,9.73,24.1,2.61,11,83.57,True
D01227,2026-07-05,South Zone 1,6.95,15.9,3.16,4,70.44,True
D01228,2026-07-02,North Zone 2,8.93,28.8,3.45,4,78.69,True
D01229,2026-06-17,North Zone 2,9.02,27.5,8.38,3,88.08,True
D01230,2026-06-04,South Zone 1,5.36,9.4,4.25,10,78.21,True
D01231,2026-06-27,South Zone 2,11.34,35.1,2.76,11,89.92,True
D01232,2026-07-08,West Zone 1,12.14,55.0,4.24,7,86.68,True
D01233,2026-05-04,East Zone 1,10.97,22.1,11.75,7,92.59,True
D01234,2026-06-24,West Zone 1,16.39,76.3,6.72,4,112.35,True
D01235,2026-06-17,North Zone 2,11.51,35.6,3.67,4,86.62,True
D01236,2026-05-16,West Zone 1,15.94,58.4,0.77,5,105.86,True
D01237,2026-06-29,East Zone 1,6.11,4.9,5.25,3,70.61,False
D01238,2026-05-22,South Zone 2,9.56,36.1,0.97,7,76.51,True
D01239,2026-06-27,North Zone 2,10.33,22.8,1.69,9,79.02,True
D01240,2026-07-07,South Zone 2,12.99,51.1,3.31,9,103.77,True
D01241,2026-06-04,West Zone 1,12.03,44.3,7.04,7,103.63,True
D01242,2026-06-15,North Zone 1,5.73,10.7,3.45,11,75.55,True
D01243,2026-05-17,North Zone 2,12.85,34.8,3.01,7,87.32,True
D01244,2026-06-10,South Zone 2,12.62,48.5,3.46,4,93.25,False
D01245,2026-06-17,North Zone 2,7.53,21.9,3.38,7,67.24,True
D01246,2026-06-28,East Zone 1,13.73,30.2,6.27,7,84.7,True
D01247,2026-05-08,East Zone 1,10.92,24.2,7.49,5,97.06,True
D01248,2026-06-06,East Zone 1,6.92,6.8,2.03,6,68.89,True
D01249,2026-05-21,South Zone 1,1.2,4.9,2.07,5,59.18,True
D01250,2026-07-10,North Zone 1,10.26,20.7,2.72,9,88.82,True
D01251,2026-06-25,East Zone 1,8.87,21.2,3.07,6,77.03,True
D01252,2026-07-02,North Zone 2,11.6,25.0,8.13,4,98.18,True
D01253,2026-05-18,North Zone 2,11.2,36.6,1.64,9,82.84,True
D01254,2026-07-07,North Zone 2,8.35,24.7,2.66,6,75.35,True
D01255,2026-06-12,West Zone 1,17.54,64.8,8.19,5,114.63,True
D01256,2026-05-19,North Zone 1,7.9,16.0,1.3,10,74.9,True
D01257,2026-05-23,North Zone 1,2.76,4.0,1.59,5,60.3,True
D01258,2026-05-12,North Zone 1,2.6,10.8,2.85,10,48.85,True
D01259,2026-05-21,North Zone 1,4.18,7.6,7.89,4,75.89,True
D01260,2026-05-13,South Zone 2,9.02,33.4,1.97,9,64.75,True
D01261,2026-05-18,South Zone 2,12.2,41.3,1.59,5,92.19,False
D01262,2026-05-24,South Zone 2,11.64,35.8,2.63,6,74.7,True
D01263,2026-07-12,South Zone 1,3.76,8.5,1.01,10,61.46,True
D01264,2026-06-01,South Zone 2,14.61,46.7,4.39,7,100.01,True
D01265,2026-05-05,South Zone 2,15.4,55.5,11.2,8,117.06,True
D01266,2026-06-17,North Zone 1,9.63,17.8,0.67,7,78.22,True
D01267,2026-06-14,West Zone 1,15.48,65.2,6.32,6,107.19,True
D01268,2026-05-14,South Zone 1,10.43,16.5,2.61,2,76.36,True
D01269,2026-06-22,South Zone 2,14.57,50.0,3.49,8,105.36,True
D01270,2026-07-10,South Zone 1,2.68,5.2,3.16,11,46.57,True
D01271,2026-05-20,North Zone 1,4.54,14.9,5.41,8,63.02,True
D01272,2026-06-18,South Zone 1,5.85,9.5,4.8,2,69.21,True
D01273,2026-05-27,North Zone 1,7.26,10.0,3.41,9,74.79,True
D01274,2026-05-31,South Zone 1,3.74,8.8,3.07,6,62.38,True
D01275,2026-07-05,South Zone 2,14.27,51.6,8.47,6,108.81,True
D01276,2026-07-03,East Zone 1,8.05,21.0,2.05,6,75.17,True
D01277,2026-07-12,South Zone 2,16.62,46.3,3.81,6,102.94,False
D01278,2026-06-14,West Zone 1,12.02,45.2,2.75,11,94.97,True
D01279,2026-07-06,West Zone 1,15.99,65.1,4.82,8,108.92,True
D01280,2026-06-16,North Zone 2,8.2,29.8,3.89,2,82.18,False
D01281,2026-06-03,West Zone 1,15.22,74.3,0.69,11,95.59,True
D01282,2026-06-29,North Zone 1,4.27,4.3,3.37,10,69.68,True
D01283,2026-05-28,South Zone 1,4.45,9.5,3.32,8,66.88,True
D01284,2026-06-04,South Zone 2,15.74,60.6,9.22,5,112.41,True
D01285,2026-06-22,West Zone 1,12.08,41.9,3.72,8,94.79,True
D01286,2026-07-10,East Zone 1,8.84,19.9,5.67,7,79.71,True
D01287,2026-07-02,North Zone 2,6.49,13.4,3.92,12,73.48,True
D01288,2026-06-23,West Zone 1,12.0,52.5,2.38,5,77.6,True
D01289,2026-07-02,North Zone 1,4.89,12.1,3.14,8,59.78,True
D01290,2026-05-24,South Zone 1,4.19,5.1,1.71,5,60.54,True
D01291,2026-07-01,North Zone 1,7.64,21.0,4.0,8,87.25,True
D01292,2026-06-27,West Zone 1,14.33,50.9,0.44,3,86.8,False
D01293,2026-05-27,North Zone 1,7.04,24.2,4.07,5,70.84,True
D01294,2026-06-05,East Zone 1,6.34,12.6,2.17,6,66.05,True
D01295,2026-06-07,South Zone 2,10.64,39.4,5.86,8,86.95,False
D01296,2026-07-12,North Zone 2,9.8,27.0,8.98,5,87.67,True
D01297,2026-05-30,South Zone 2,10.73,37.9,0.7,6,91.92,True
D01298,2026-05-22,North Zone 2,6.91,19.6,9.04,7,81.71,True
D01299,2026-05-23,West Zone 1,15.27,60.7,0.94,5,96.08,True
D01300,2026-06-30,South Zone 1,4.0,4.0,2.79,6,51.01,True
D01301,2026-06-06,South Zone 2,15.04,46.8,5.43,9,105.99,True
D01302,2026-06-27,South Zone 1,6.69,6.5,6.29,3,68.73,True
D01303,2026-06-15,South Zone 1,6.83,9.1,2.75,6,77.22,True
D01304,2026-05-05,East Zone 1,6.91,14.9,1.65,5,63.54,True
D01305,2026-07-09,South Zone 2,9.8,41.1,0.73,9,67.5,True
D01306,2026-05-11,North Zone 1,5.57,19.9,12.14,7,86.43,True
D01307,2026-05-22,North Zone 2,10.88,25.0,0.89,5,80.42,True
D01308,2026-06-09,South Zone 1,4.78,9.9,0.99,7,57.42,True
D01309,2026-05-11,West Zone 1,12.12,53.1,6.69,4,97.88,True
D01310,2026-07-02,East Zone 1,8.33,22.6,9.3,8,87.53,True
D01311,2026-07-02,South Zone 2,11.3,34.5,3.74,8,81.44,True
D01312,2026-06-20,South Zone 1,4.06,13.5,0.86,5,57.72,True
D01313,2026-06-21,North Zone 1,10.04,19.8,2.42,9,89.85,True
D01314,2026-06-08,South Zone 1,7.86,6.9,3.12,8,79.83,True
D01315,2026-05-13,North Zone 2,10.99,34.6,3.37,5,91.07,True
D01316,2026-06-19,East Zone 1,11.74,17.8,8.97,9,103.42,True
D01317,2026-07-02,North Zone 1,10.65,23.2,8.9,5,102.11,True
D01318,2026-06-16,West Zone 1,14.32,68.6,1.6,9,103.32,True
D01319,2026-05-20,North Zone 2,13.42,43.0,6.21,3,95.24,True
D01320,2026-06-03,West Zone 1,8.27,33.6,5.79,6,81.33,True
D01321,2026-05-07,South Zone 2,12.57,47.1,1.41,7,78.68,True
D01322,2026-06-29,North Zone 2,10.99,26.0,2.86,5,75.65,True
D01323,2026-06-24,South Zone 1,1.38,4.0,3.4,8,39.82,True
D01324,2026-05-27,North Zone 2,8.15,25.4,2.5,8,73.54,True
D01325,2026-05-10,East Zone 1,6.66,13.1,1.32,10,68.72,True
D01326,2026-06-30,South Zone 2,12.59,51.9,1.86,7,85.67,True
D01327,2026-06-19,North Zone 2,6.19,18.3,4.73,8,69.91,True
D01328,2026-05-19,East Zone 1,8.42,21.4,10.74,6,96.53,True
D01329,2026-07-08,North Zone 2,10.13,34.3,1.78,11,88.97,True
D01330,2026-05-26,North Zone 2,11.15,35.3,3.74,7,79.22,True
D01331,2026-07-07,South Zone 1,4.18,4.0,2.7,5,57.3,True
D01332,2026-06-02,West Zone 1,12.68,61.0,3.06,8,88.94,False
D01333,2026-05-26,South Zone 2,7.26,24.1,5.38,4,71.87,True
D01334,2026-06-07,North Zone 1,3.78,7.9,7.01,7,71.74,True
D01335,2026-06-02,South Zone 1,5.74,12.6,3.7,9,61.97,True
D01336,2026-05-23,North Zone 1,6.21,18.8,4.74,10,64.21,True
D01337,2026-06-09,North Zone 1,3.52,7.6,5.14,8,62.62,True
D01338,2026-06-17,North Zone 1,8.55,23.7,0.39,9,71.59,True
D01339,2026-05-11,North Zone 1,7.15,17.0,3.2,4,66.82,True
D01340,2026-06-07,East Zone 1,10.4,32.0,3.13,7,88.16,True
D01341,2026-05-12,South Zone 1,5.96,10.3,8.49,9,85.13,True
D01342,2026-06-09,North Zone 1,8.65,17.2,4.0,4,82.4,True
D01343,2026-07-06,South Zone 1,7.27,17.0,5.56,10,65.02,True
D01344,2026-07-12,South Zone 2,12.4,43.1,7.65,10,99.8,True
D01345,2026-06-02,North Zone 1,6.43,11.9,5.86,8,81.56,True
D01346,2026-05-14,East Zone 1,12.11,21.4,2.3,7,87.89,True
D01347,2026-06-06,West Zone 1,15.76,50.9,3.1,11,91.31,True
D01348,2026-05-23,West Zone 1,12.68,43.0,2.44,3,93.08,True
D01349,2026-06-17,South Zone 1,2.99,4.0,12.81,8,81.9,True
D01350,2026-05-04,North Zone 2,11.92,34.8,3.14,9,81.35,True
D01351,2026-05-24,South Zone 1,2.84,4.0,4.92,6,63.9,True
D01352,2026-05-27,North Zone 1,8.88,19.1,1.38,13,75.67,True
D01353,2026-06-24,South Zone 1,8.31,21.9,1.74,8,83.3,True
D01354,2026-05-07,West Zone 1,11.43,49.6,1.68,4,79.04,True
D01355,2026-06-18,North Zone 1,4.72,14.8,1.69,6,58.83,True
D01356,2026-06-20,South Zone 1,4.09,4.0,1.64,4,54.27,True
D01357,2026-05-23,West Zone 1,13.45,48.5,4.2,8,91.39,True
D01358,2026-05-22,North Zone 2,7.53,21.9,3.43,6,74.28,True
D01359,2026-07-05,West Zone 1,15.87,60.4,0.47,8,100.19,True
D01360,2026-06-27,North Zone 2,10.18,24.6,2.0,6,87.4,True
D01361,2026-06-07,South Zone 1,5.1,7.9,5.43,10,60.65,True
D01362,2026-06-25,South Zone 2,13.14,49.3,3.24,2,96.21,True
D01363,2026-07-10,South Zone 2,12.25,31.3,9.64,8,108.65,True
D01364,2026-05-25,North Zone 2,11.33,28.9,0.39,7,76.08,True
D01365,2026-06-01,West Zone 1,18.38,83.6,1.3,4,103.23,True
D01366,2026-05-11,North Zone 1,4.58,10.1,6.67,2,67.44,True
D01367,2026-07-08,South Zone 2,14.58,56.2,1.46,7,101.82,False
D01368,2026-06-24,North Zone 2,7.47,27.1,3.06,8,85.6,True
D01369,2026-06-06,South Zone 1,6.0,9.4,3.79,4,71.91,True
D01370,2026-05-31,North Zone 2,8.94,18.6,4.42,8,86.41,True
D01371,2026-06-16,South Zone 2,13.43,55.2,3.14,8,96.61,False
D01372,2026-05-19,North Zone 2,14.55,51.1,4.33,12,97.41,True
D01373,2026-05-07,North Zone 2,10.91,35.0,10.5,4,93.61,False
D01374,2026-06-27,East Zone 1,9.51,23.1,7.51,7,77.36,True
D01375,2026-06-25,South Zone 1,3.21,4.0,15.27,8,81.72,True
D01376,2026-06-05,East Zone 1,9.59,22.1,4.29,6,90.42,True
D01377,2026-06-18,East Zone 1,10.37,23.7,4.51,9,86.66,True
D01378,2026-06-06,North Zone 1,7.59,6.5,1.89,10,70.1,True
D01379,2026-05-06,North Zone 2,9.83,32.1,2.55,3,79.71,True
D01380,2026-06-10,West Zone 1,13.89,61.4,3.73,9,94.91,True
D01381,2026-05-25,North Zone 1,9.32,12.3,0.72,7,77.99,True
D01382,2026-05-09,South Zone 1,7.09,17.3,8.61,7,91.43,True
D01383,2026-06-19,West Zone 1,13.66,48.3,5.86,6,104.37,True
D01384,2026-07-07,South Zone 2,9.04,38.1,4.33,8,81.78,False
D01385,2026-05-14,South Zone 2,10.9,41.8,1.57,5,72.57,True
D01386,2026-06-20,North Zone 1,5.73,6.2,1.55,7,72.68,True
D01387,2026-06-12,South Zone 2,13.15,39.9,1.35,4,85.62,True
D01388,2026-05-18,North Zone 2,6.21,16.7,3.18,2,67.37,False
D01389,2026-06-05,North Zone 2,3.86,13.2,1.76,9,59.15,True
D01390,2026-06-01,North Zone 2,10.77,28.6,2.49,5,96.91,True
D01391,2026-05-24,South Zone 2,13.46,37.1,7.72,8,110.94,True
D01392,2026-05-19,South Zone 2,12.66,50.9,2.28,7,90.46,True
D01393,2026-06-30,South Zone 2,8.4,32.6,3.04,12,72.23,True
D01394,2026-06-04,South Zone 1,0.5,4.0,3.32,2,54.64,True
D01395,2026-06-13,East Zone 1,8.14,12.9,1.19,7,77.62,True
D01396,2026-05-25,South Zone 2,9.09,33.3,3.5,8,83.96,True
D01397,2026-06-12,South Zone 1,2.74,4.0,8.42,9,62.74,False
D01398,2026-05-09,South Zone 2,15.68,41.4,0.75,7,83.35,False
D01399,2026-06-15,North Zone 2,12.33,40.6,3.71,9,91.98,True
D01400,2026-05-05,West Zone 1,10.14,52.2,1.19,10,71.79,True
D01401,2026-06-17,North Zone 1,5.35,17.4,5.3,5,72.86,True
D01402,2026-05-21,North Zone 2,11.73,35.8,4.17,8,85.91,False
D01403,2026-06-08,South Zone 2,11.91,40.6,4.63,6,92.08,False
D01404,2026-05-28,South Zone 2,12.78,46.3,6.67,6,106.16,True
D01405,2026-06-15,South Zone 1,7.74,12.0,0.32,6,76.36,True
D01406,2026-07-10,East Zone 1,8.29,19.7,1.45,7,79.77,True
D01407,2026-06-13,North Zone 2,12.86,34.2,3.74,9,88.19,True
D01408,2026-06-10,North Zone 1,2.83,14.9,4.6,9,62.34,True
D01409,2026-05-23,West Zone 1,11.53,39.9,3.32,10,79.52,True
D01410,2026-07-09,West Zone 1,14.43,59.6,2.73,4,88.78,True
D01411,2026-06-18,East Zone 1,6.44,16.2,5.04,8,81.69,True
D01412,2026-07-09,East Zone 1,5.26,13.2,0.68,5,46.99,True
D01413,2026-05-19,South Zone 2,9.93,37.5,2.1,6,90.79,True
D01414,2026-06-12,South Zone 1,4.83,9.8,0.2,6,54.86,True
D01415,2026-07-12,South Zone 1,2.91,7.9,2.19,8,49.84,True
D01416,2026-07-09,North Zone 1,3.85,4.0,5.27,8,69.45,True
D01417,2026-07-06,North Zone 1,2.43,6.1,3.55,7,54.5,True
D01418,2026-06-17,South Zone 2,13.4,53.5,4.09,5,87.34,True
D01419,2026-06-09,North Zone 1,2.84,5.7,3.94,6,62.58,True
D01420,2026-05-08,North Zone 2,5.09,17.8,7.7,3,78.26,True
D01421,2026-06-15,North Zone 1,5.81,20.2,6.66,7,75.38,True
D01422,2026-05-22,South Zone 1,0.5,4.0,2.43,6,60.18,True
D01423,2026-07-01,East Zone 1,8.77,25.0,3.4,5,77.46,True
D01424,2026-06-19,North Zone 1,11.86,26.0,5.99,5,96.44,False
D01425,2026-05-19,East Zone 1,5.69,16.6,0.42,3,73.48,True
D01426,2026-06-20,North Zone 1,2.73,4.0,5.51,7,60.78,False
D01427,2026-07-02,North Zone 1,5.2,4.0,5.12,9,68.82,True
D01428,2026-05-28,South Zone 2,12.57,47.6,3.36,5,95.21,True
D01429,2026-06-25,West Zone 1,18.16,80.6,1.58,7,106.74,False
D01430,2026-06-13,West Zone 1,19.09,65.7,3.08,6,118.07,True
D01431,2026-05-31,North Zone 2,15.16,48.6,5.04,6,104.74,True
D01432,2026-06-08,South Zone 1,5.58,10.8,7.14,12,74.48,True
D01433,2026-07-01,South Zone 1,1.86,9.2,2.38,8,52.06,True
D01434,2026-05-24,South Zone 1,4.38,5.6,7.83,8,70.22,True
D01435,2026-06-01,North Zone 1,3.53,4.0,8.82,9,69.19,True
D01436,2026-07-01,East Zone 1,7.14,23.0,0.69,8,77.29,False
D01437,2026-05-18,North Zone 1,6.59,17.0,1.83,4,79.8,True
D01438,2026-06-04,South Zone 1,9.9,20.7,1.36,7,86.21,True
D01439,2026-06-22,South Zone 2,12.06,37.4,2.35,5,84.91,True
D01440,2026-05-08,East Zone 1,8.5,22.5,10.96,7,91.75,True
D01441,2026-07-07,West Zone 1,12.44,62.0,0.93,5,85.16,True
D01442,2026-05-30,South Zone 2,9.31,29.9,2.74,9,83.59,True
D01443,2026-06-29,South Zone 1,4.31,4.0,4.91,6,67.06,True
D01444,2026-07-05,West Zone 1,18.85,77.7,4.19,6,121.67,False
D01445,2026-05-10,West Zone 1,15.31,55.7,4.8,4,105.89,True
D01446,2026-05-12,North Zone 2,7.92,28.0,4.49,6,81.83,True
D01447,2026-06-05,East Zone 1,11.45,27.9,3.76,7,90.95,True
D01448,2026-06-16,South Zone 2,14.68,58.7,5.05,5,104.41,True
D01449,2026-06-13,East Zone 1,11.59,20.5,2.52,8,83.3,True
D01450,2026-06-08,West Zone 1,13.39,59.9,1.96,8,92.09,True
D01451,2026-07-03,West Zone 1,14.66,52.7,4.21,7,87.59,True
D01452,2026-06-30,North Zone 2,14.46,41.9,1.2,11,99.31,True
D01453,2026-07-09,West Zone 1,14.92,72.0,0.95,10,94.15,True
D01454,2026-07-09,North Zone 1,3.59,14.9,1.65,9,58.68,True
D01455,2026-05-09,North Zone 1,7.88,9.4,3.04,6,82.73,True
D01456,2026-07-03,West Zone 1,12.82,47.8,1.67,9,90.74,True
D01457,2026-06-14,North Zone 1,3.9,7.1,7.96,5,77.89,True
D01458,2026-07-04,North Zone 2,8.34,25.5,8.76,8,89.07,False
D01459,2026-06-24,East Zone 1,9.07,28.8,0.81,10,64.18,True
D01460,2026-05-29,East Zone 1,9.48,16.2,6.66,5,94.16,True
D01461,2026-05-14,North Zone 2,6.25,20.7,1.62,12,69.97,True
D01462,2026-06-15,North Zone 2,10.61,29.3,2.2,7,85.7,True
D01463,2026-06-07,North Zone 1,8.56,24.6,1.12,3,64.61,True
D01464,2026-07-09,North Zone 1,8.34,16.6,4.86,5,77.49,True
D01465,2026-07-12,North Zone 2,13.9,35.1,4.26,5,79.44,True
