delivery_id,van_id,depot_id,zone_id,dispatch_time,delivered_time,promised_window_start,promised_window_end,distance_km,package_weight_kg,shipment_volume,transport_cost,first_attempt_success,delivery_outcome
D01523,VAN-30,DEPOT-A,South Zone 2,2026-05-10 12:27:00,2026-05-10 13:10:07.683877696,2026-05-10 09:00:00,2026-05-10 14:00:00,12.24,8.99,8,99.77,True,DELIVERED
D01524,VAN-01,DEPOT-B,North Zone 2,2026-07-01 08:28:00,2026-07-01 09:03:56.504013331,2026-07-01 09:00:00,2026-07-01 10:00:00,12.47,2.67,12,89.64,True,DELIVERED
D01525,VAN-32,DEPOT-B,South Zone 1,2026-07-04 12:34:00,2026-07-04 12:38:00.000000000,2026-07-04 09:00:00,2026-07-04 14:00:00,4.31,4.84,7,74.18,True,DELIVERED
D01526,VAN-55,DEPOT-A,North Zone 1,2026-06-20 15:08:00,2026-06-20 15:21:51.697465875,2026-06-20 09:00:00,2026-06-20 17:00:00,6.86,2.4,6,68.78,True,DELIVERED
D01527,VAN-58,DEPOT-A,South Zone 2,2026-06-10 10:14:00,2026-06-10 10:36:55.001584297,2026-06-10 09:00:00,2026-06-10 12:00:00,7.9,5.63,6,77.74,True,DELIVERED
D01528,VAN-12,DEPOT-B,South Zone 2,2026-05-10 10:22:00,2026-05-10 10:53:56.533750980,2026-05-10 09:00:00,2026-05-10 12:00:00,10.62,2.1,7,82.11,True,DELIVERED
D01529,VAN-33,DEPOT-C,North Zone 2,2026-05-09 13:33:00,2026-05-09 13:47:51.534278943,2026-05-09 09:00:00,2026-05-09 15:00:00,8.13,1.64,7,80.11,True,DELIVERED
D01530,VAN-41,DEPOT-B,West Zone 1,2026-05-21 14:25:00,2026-05-21 15:18:53.100744267,2026-05-21 09:00:00,2026-05-21 16:00:00,13.16,3.1,8,95.47,True,DELIVERED
D01531,VAN-44,DEPOT-A,East Zone 1,2026-05-11 08:07:00,2026-05-11 08:20:56.690643652,2026-05-11 09:00:00,2026-05-11 10:00:00,5.5,1.29,8,59.69,True,DELIVERED
D01532,VAN-24,DEPOT-C,South Zone 1,2026-07-05 12:15:00,2026-07-05 12:27:33.121650158,2026-07-05 09:00:00,2026-07-05 14:00:00,4.59,7.97,12,77.69,True,DELIVERED
D01533,VAN-23,DEPOT-A,East Zone 1,2026-06-06 14:02:00,2026-06-06 14:13:09.915629227,2026-06-06 09:00:00,2026-06-06 16:00:00,3.93,2.05,8,58.71,True,DELIVERED
D01534,VAN-53,DEPOT-A,West Zone 1,2026-07-08 09:35:00,2026-07-08 10:38:50.706049318,2026-07-08 09:00:00,2026-07-08 11:00:00,12.8,6.75,8,99.28,True,DELIVERED
D01535,VAN-14,DEPOT-A,West Zone 1,2026-07-12 07:57:00,2026-07-12 09:04:39.846557732,2026-07-12 09:00:00,2026-07-12 09:00:00,14.52,3.68,5,108.31,True,DELIVERED
D01536,VAN-57,DEPOT-A,South Zone 2,2026-07-01 15:56:00,2026-07-01 16:40:59.464668568,2026-07-01 09:00:00,2026-07-01 17:00:00,13.12,4.85,7,113.07,True,DELIVERED
D01537,VAN-54,DEPOT-B,East Zone 1,2026-05-17 14:51:00,2026-05-17 15:04:26.042555432,2026-05-17 09:00:00,2026-05-17 16:00:00,5.98,4.92,6,72.28,True,DELIVERED
D01538,VAN-22,DEPOT-A,South Zone 2,2026-05-11 14:49:00,2026-05-11 15:30:19.957502479,2026-05-11 09:00:00,2026-05-11 16:00:00,10.97,2.12,5,77.5,True,DELIVERED
D01539,VAN-05,DEPOT-B,South Zone 2,2026-05-11 12:52:00,2026-05-11 13:40:02.834875474,2026-05-11 09:00:00,2026-05-11 14:00:00,13.79,2.32,5,93.12,True,DELIVERED
D01540,VAN-26,DEPOT-B,South Zone 2,2026-05-08 12:56:00,2026-05-08 12:57:00.000000000,2026-05-08 09:00:00,2026-05-08 14:00:00,11.66,2.26,7,95.13,True,DELIVERED
D01541,VAN-23,DEPOT-C,South Zone 1,2026-06-26 07:20:00,2026-06-26 07:27:25.548228937,2026-06-26 09:00:00,2026-06-26 09:00:00,5.97,3.18,9,68.24,True,DELIVERED
D01542,VAN-20,DEPOT-B,East Zone 1,2026-05-29 09:00:00,2026-05-29 09:16:25.137101587,2026-05-29 09:00:00,2026-05-29 11:00:00,9.22,0.2,7,86.07,True,DELIVERED
D01543,VAN-11,DEPOT-A,West Zone 1,2026-07-12 08:43:00,2026-07-12 09:36:35.059110645,2026-07-12 09:00:00,2026-07-12 10:00:00,13.69,3.2,6,93.59,True,DELIVERED
D01544,VAN-12,DEPOT-C,North Zone 2,2026-05-10 11:40:00,2026-05-10 12:09:04.614561512,2026-05-10 09:00:00,2026-05-10 13:00:00,9.36,6.02,8,83.94,True,DELIVERED
D01545,VAN-02,DEPOT-A,South Zone 2,2026-06-07 18:06:00,2026-06-07 18:53:35.908522600,2026-06-07 09:00:00,2026-06-07 20:00:00,14.87,6.94,8,102.18,True,DELIVERED
D01546,VAN-54,DEPOT-A,South Zone 2,2026-05-20 16:16:00,2026-05-20 17:17:09.236270698,2026-05-20 09:00:00,2026-05-20 18:00:00,16.57,1.58,9,95.83,True,DELIVERED
D01547,VAN-19,DEPOT-A,North Zone 2,2026-06-21 09:48:00,2026-06-21 10:23:52.103728863,2026-06-21 09:00:00,2026-06-21 11:00:00,12.95,8.15,7,91.76,True,DELIVERED
D01548,VAN-53,DEPOT-B,East Zone 1,2026-05-08 13:48:00,2026-05-08 14:06:39.831792761,2026-05-08 09:00:00,2026-05-08 15:00:00,6.78,2.57,5,78.56,True,DELIVERED
D01549,VAN-13,DEPOT-A,West Zone 1,2026-06-19 16:05:00,2026-06-19 16:48:32.213185616,2026-06-19 09:00:00,2026-06-19 18:00:00,11.07,3.19,5,95.45,False,REDELIVERY_REQUIRED
D01550,VAN-39,DEPOT-A,West Zone 1,2026-07-12 07:27:00,2026-07-12 08:29:48.336488472,2026-07-12 09:00:00,2026-07-12 09:00:00,14.99,5.74,8,96.67,False,REDELIVERY_REQUIRED
D01551,VAN-52,DEPOT-C,East Zone 1,2026-06-05 12:56:00,2026-06-05 13:09:47.409704365,2026-06-05 09:00:00,2026-06-05 14:00:00,5.8,1.32,7,61.64,True,DELIVERED
D01552,VAN-16,DEPOT-B,South Zone 1,2026-06-08 15:43:00,2026-06-08 15:58:35.517104524,2026-06-08 09:00:00,2026-06-08 17:00:00,6.98,4.49,9,75.36,True,DELIVERED
D01553,VAN-47,DEPOT-A,East Zone 1,2026-06-09 16:37:00,2026-06-09 17:04:16.870482048,2026-06-09 09:00:00,2026-06-09 18:00:00,7.78,3.02,6,73.95,True,DELIVERED
D01554,VAN-47,DEPOT-A,East Zone 1,2026-05-31 09:33:00,2026-05-31 09:49:00.252396425,2026-05-31 09:00:00,2026-05-31 11:00:00,6.7,1.33,9,72.24,True,DELIVERED
D01555,VAN-01,DEPOT-C,South Zone 2,2026-05-09 07:37:00,2026-05-09 08:15:59.674494671,2026-05-09 09:00:00,2026-05-09 09:00:00,10.53,1.18,10,84.6,False,REDELIVERY_REQUIRED
D01556,VAN-21,DEPOT-B,North Zone 2,2026-06-06 07:04:00,2026-06-06 07:28:50.624829467,2026-06-06 09:00:00,2026-06-06 09:00:00,6.88,11.44,1,87.95,True,DELIVERED
D01557,VAN-10,DEPOT-A,North Zone 2,2026-05-29 12:07:00,2026-05-29 12:29:47.268355450,2026-05-29 09:00:00,2026-05-29 14:00:00,11.94,6.2,5,94.86,True,DELIVERED
D01558,VAN-24,DEPOT-A,South Zone 1,2026-06-29 11:02:00,2026-06-29 11:20:20.721424683,2026-06-29 09:00:00,2026-06-29 13:00:00,4.43,1.47,7,60.16,True,DELIVERED
D01559,VAN-25,DEPOT-A,South Zone 2,2026-06-10 13:20:00,2026-06-10 13:42:15.680014476,2026-06-10 09:00:00,2026-06-10 15:00:00,7.04,3.09,6,83.21,True,DELIVERED
D01560,VAN-29,DEPOT-C,East Zone 1,2026-06-08 12:00:00,2026-06-08 12:14:22.415817331,2026-06-08 09:00:00,2026-06-08 14:00:00,7.01,9.05,7,72.9,True,DELIVERED
D01561,VAN-37,DEPOT-C,South Zone 1,2026-07-02 12:59:00,2026-07-02 13:04:07.848462250,2026-07-02 09:00:00,2026-07-02 14:00:00,6.31,4.11,7,67.01,True,DELIVERED
D01562,VAN-37,DEPOT-C,West Zone 1,2026-07-05 17:54:00,2026-07-05 18:59:04.135948467,2026-07-05 09:00:00,2026-07-05 19:00:00,16.85,0.94,12,101.39,True,DELIVERED
D01563,VAN-05,DEPOT-A,South Zone 1,2026-06-13 11:36:00,2026-06-13 11:40:00.000000000,2026-06-13 09:00:00,2026-06-13 13:00:00,4.58,3.84,5,64.78,True,DELIVERED
D01564,VAN-39,DEPOT-B,East Zone 1,2026-05-08 09:02:00,2026-05-08 09:28:00.661828513,2026-05-08 09:00:00,2026-05-08 11:00:00,11.44,3.68,7,78.07,True,DELIVERED
D01565,VAN-28,DEPOT-C,West Zone 1,2026-07-11 10:02:00,2026-07-11 11:00:36.017193974,2026-07-11 09:00:00,2026-07-11 12:00:00,17.6,4.69,4,112.87,True,DELIVERED
D01566,VAN-50,DEPOT-C,North Zone 2,2026-05-16 17:38:00,2026-05-16 18:07:20.285213753,2026-05-16 09:00:00,2026-05-16 19:00:00,11.78,3.48,8,91.96,True,DELIVERED
D01567,VAN-06,DEPOT-B,South Zone 2,2026-06-16 08:43:00,2026-06-16 09:31:47.606780527,2026-06-16 09:00:00,2026-06-16 10:00:00,12.55,2.02,6,87.66,True,DELIVERED
D01568,VAN-01,DEPOT-A,South Zone 2,2026-05-20 07:09:00,2026-05-20 07:58:15.151993713,2026-05-20 09:00:00,2026-05-20 09:00:00,13.31,2.02,8,85.44,True,DELIVERED
D01569,VAN-25,DEPOT-C,South Zone 2,2026-06-27 14:43:00,2026-06-27 15:05:13.119517921,2026-06-27 09:00:00,2026-06-27 16:00:00,8.42,1.1,8,77.04,True,DELIVERED
D01570,VAN-30,DEPOT-B,South Zone 2,2026-07-04 14:26:00,2026-07-04 15:03:53.187336637,2026-07-04 09:00:00,2026-07-04 16:00:00,12.65,3.86,4,96.47,True,DELIVERED
D01571,VAN-38,DEPOT-B,West Zone 1,2026-06-27 12:58:00,2026-06-27 13:51:53.579760504,2026-06-27 09:00:00,2026-06-27 14:00:00,17.7,5.09,12,115.48,True,DELIVERED
D01572,VAN-22,DEPOT-B,North Zone 1,2026-06-20 07:48:00,2026-06-20 07:58:19.608364991,2026-06-20 09:00:00,2026-06-20 09:00:00,6.37,4.74,5,81.94,True,DELIVERED
D01573,VAN-06,DEPOT-A,North Zone 1,2026-06-22 17:02:00,2026-06-22 17:16:44.047918233,2026-06-22 09:00:00,2026-06-22 19:00:00,6.39,2.13,6,69.91,True,DELIVERED
D01574,VAN-29,DEPOT-B,West Zone 1,2026-05-19 13:56:00,2026-05-19 14:45:22.469361720,2026-05-19 09:00:00,2026-05-19 15:00:00,11.17,4.34,6,86.11,True,DELIVERED
D01575,VAN-15,DEPOT-A,North Zone 1,2026-07-09 10:26:00,2026-07-09 10:30:00.000000000,2026-07-09 09:00:00,2026-07-09 12:00:00,1.41,7.27,5,51.92,True,DELIVERED
D01576,VAN-21,DEPOT-A,South Zone 2,2026-05-15 12:57:00,2026-05-15 13:28:06.391586945,2026-05-15 09:00:00,2026-05-15 14:00:00,9.1,0.6,8,79.95,True,DELIVERED
D01577,VAN-23,DEPOT-B,West Zone 1,2026-06-03 16:27:00,2026-06-03 17:30:00.561979505,2026-06-03 09:00:00,2026-06-03 18:00:00,14.23,3.82,5,93.56,True,DELIVERED
D01578,VAN-04,DEPOT-B,North Zone 2,2026-07-11 10:28:00,2026-07-11 11:01:10.363656816,2026-07-11 09:00:00,2026-07-11 12:00:00,12.08,3.55,10,99.33,True,DELIVERED
D01579,VAN-10,DEPOT-A,South Zone 1,2026-05-31 12:37:00,2026-05-31 12:47:13.705836078,2026-05-31 09:00:00,2026-05-31 14:00:00,5.36,3.56,16,71.94,True,DELIVERED
D01580,VAN-18,DEPOT-C,West Zone 1,2026-06-24 11:30:00,2026-06-24 12:37:31.495187441,2026-06-24 09:00:00,2026-06-24 13:00:00,14.77,3.02,4,92.32,True,DELIVERED
D01581,VAN-32,DEPOT-B,South Zone 2,2026-06-25 08:57:00,2026-06-25 10:02:05.677932641,2026-06-25 09:00:00,2026-06-25 10:00:00,18.12,6.27,3,96.93,True,DELIVERED
D01582,VAN-54,DEPOT-A,East Zone 1,2026-07-01 18:23:00,2026-07-01 18:46:38.348614041,2026-07-01 09:00:00,2026-07-01 20:00:00,7.78,6.78,3,86.13,True,DELIVERED
D01583,VAN-58,DEPOT-C,West Zone 1,2026-06-12 08:59:00,2026-06-12 09:51:43.111988320,2026-06-12 09:00:00,2026-06-12 10:00:00,13.53,4.63,1,98.49,True,DELIVERED
D01584,VAN-17,DEPOT-A,North Zone 2,2026-05-18 07:47:00,2026-05-18 08:08:14.920602787,2026-05-18 09:00:00,2026-05-18 09:00:00,10.09,3.82,5,82.82,True,DELIVERED
D01585,VAN-18,DEPOT-C,North Zone 1,2026-05-14 15:02:00,2026-05-14 15:08:51.177714906,2026-05-14 09:00:00,2026-05-14 17:00:00,5.19,0.38,7,64.85,True,DELIVERED
D01586,VAN-32,DEPOT-A,North Zone 1,2026-06-12 14:47:00,2026-06-12 14:52:39.907725896,2026-06-12 09:00:00,2026-06-12 16:00:00,1.23,2.42,9,56.7,True,DELIVERED
D01587,VAN-58,DEPOT-A,East Zone 1,2026-07-04 09:59:00,2026-07-04 10:19:19.429155079,2026-07-04 09:00:00,2026-07-04 11:00:00,8.57,8.55,4,85.73,True,DELIVERED
D01588,VAN-37,DEPOT-C,East Zone 1,2026-05-18 07:14:00,2026-05-18 07:24:01.628911703,2026-05-18 09:00:00,2026-05-18 09:00:00,5.22,2.24,8,71.61,True,DELIVERED
D01589,VAN-41,DEPOT-A,South Zone 1,2026-06-01 09:46:00,2026-06-01 09:56:36.089992564,2026-06-01 09:00:00,2026-06-01 11:00:00,5.09,3.05,7,57.27,True,DELIVERED
D01590,VAN-12,DEPOT-A,South Zone 1,2026-05-25 10:20:00,2026-05-25 10:30:32.815472355,2026-05-25 09:00:00,2026-05-25 12:00:00,5.41,3.53,5,74.79,True,DELIVERED
D01591,VAN-29,DEPOT-A,South Zone 2,2026-06-25 13:39:00,2026-06-25 14:33:01.446442356,2026-06-25 09:00:00,2026-06-25 15:00:00,15.48,0.89,5,96.02,True,DELIVERED
D01592,VAN-34,DEPOT-C,North Zone 2,2026-07-02 11:32:00,2026-07-02 11:46:24.192186027,2026-07-02 09:00:00,2026-07-02 13:00:00,6.19,1.18,9,61.58,True,DELIVERED
D01593,VAN-24,DEPOT-A,North Zone 2,2026-06-06 16:47:00,2026-06-06 17:07:05.429074686,2026-06-06 09:00:00,2026-06-06 18:00:00,9.8,2.31,6,85.33,True,DELIVERED
D01594,VAN-32,DEPOT-B,South Zone 1,2026-06-11 10:01:00,2026-06-11 10:07:38.903253110,2026-06-11 09:00:00,2026-06-11 12:00:00,5.57,3.82,9,67.49,True,DELIVERED
D01595,VAN-20,DEPOT-C,South Zone 1,2026-05-13 07:32:00,2026-05-13 07:36:00.000000000,2026-05-13 09:00:00,2026-05-13 09:00:00,0.5,2.17,9,43.32,True,DELIVERED
D01596,VAN-34,DEPOT-B,West Zone 1,2026-05-14 14:46:00,2026-05-14 15:39:45.907522592,2026-05-14 09:00:00,2026-05-14 16:00:00,12.2,4.87,7,97.53,True,DELIVERED
D01597,VAN-09,DEPOT-A,North Zone 1,2026-07-09 11:40:00,2026-07-09 11:56:16.158962204,2026-07-09 09:00:00,2026-07-09 13:00:00,9.03,5.01,10,83.81,True,DELIVERED
D01598,VAN-17,DEPOT-A,North Zone 2,2026-05-19 12:57:00,2026-05-19 13:19:04.894755410,2026-05-19 09:00:00,2026-05-19 14:00:00,6.93,14.99,4,102.71,False,REDELIVERY_REQUIRED
D01599,VAN-26,DEPOT-C,South Zone 1,2026-05-25 16:50:00,2026-05-25 16:55:12.822703741,2026-05-25 09:00:00,2026-05-25 18:00:00,7.56,2.41,5,73.19,True,DELIVERED
D01600,VAN-50,DEPOT-B,West Zone 1,2026-06-20 12:38:00,2026-06-20 13:27:42.634167618,2026-06-20 09:00:00,2026-06-20 14:00:00,13.02,3.16,7,89.35,True,DELIVERED
D01601,VAN-51,DEPOT-C,North Zone 2,2026-06-25 15:00:00,2026-06-25 15:17:36.128783341,2026-06-25 09:00:00,2026-06-25 17:00:00,4.5,2.54,6,56.74,True,DELIVERED
D01602,VAN-01,DEPOT-C,South Zone 1,2026-07-01 14:03:00,2026-07-01 14:20:40.325108604,2026-07-01 09:00:00,2026-07-01 16:00:00,7.83,4.75,5,73.03,True,DELIVERED
D01603,VAN-02,DEPOT-C,South Zone 1,2026-05-22 17:41:00,2026-05-22 17:53:02.906152354,2026-05-22 09:00:00,2026-05-22 19:00:00,2.86,0.8,7,58.76,True,DELIVERED
D01604,VAN-04,DEPOT-C,West Zone 1,2026-06-16 15:54:00,2026-06-16 17:01:58.236297051,2026-06-16 09:00:00,2026-06-16 17:00:00,14.9,2.0,8,115.51,True,DELIVERED
D01605,VAN-58,DEPOT-B,North Zone 1,2026-07-04 08:53:00,2026-07-04 09:07:05.830729175,2026-07-04 09:00:00,2026-07-04 10:00:00,7.36,2.48,4,89.93,True,DELIVERED
D01606,VAN-22,DEPOT-C,South Zone 1,2026-05-17 07:24:00,2026-05-17 07:28:00.000000000,2026-05-17 09:00:00,2026-05-17 09:00:00,5.45,1.8,6,59.52,True,DELIVERED
D01607,VAN-60,DEPOT-C,North Zone 1,2026-07-11 14:42:00,2026-07-11 14:50:40.253671565,2026-07-11 09:00:00,2026-07-11 16:00:00,4.56,2.34,10,57.2,True,DELIVERED
D01608,VAN-30,DEPOT-A,South Zone 1,2026-07-08 07:06:00,2026-07-08 07:12:17.257135468,2026-07-08 09:00:00,2026-07-08 09:00:00,3.5,1.48,3,55.94,True,DELIVERED
D01609,VAN-40,DEPOT-B,West Zone 1,2026-06-22 11:37:00,2026-06-22 12:22:24.582177240,2026-06-22 09:00:00,2026-06-22 13:00:00,12.51,1.61,9,83.09,False,REDELIVERY_REQUIRED
D01610,VAN-12,DEPOT-C,South Zone 1,2026-06-28 16:47:00,2026-06-28 16:59:23.995426652,2026-06-28 09:00:00,2026-06-28 18:00:00,8.52,16.01,7,95.29,True,DELIVERED
D01611,VAN-05,DEPOT-C,South Zone 1,2026-07-10 07:19:00,2026-07-10 07:23:00.000000000,2026-07-10 09:00:00,2026-07-10 09:00:00,4.17,4.98,6,76.24,True,DELIVERED
D01612,VAN-54,DEPOT-A,North Zone 2,2026-06-27 09:31:00,2026-06-27 09:54:55.476375123,2026-06-27 09:00:00,2026-06-27 11:00:00,9.58,3.78,9,85.68,True,DELIVERED
D01613,VAN-42,DEPOT-A,North Zone 1,2026-05-11 18:39:00,2026-05-11 19:02:42.642970335,2026-05-11 09:00:00,2026-05-11 20:00:00,11.16,1.58,9,96.88,True,DELIVERED
D01614,VAN-20,DEPOT-C,South Zone 1,2026-05-26 17:34:00,2026-05-26 17:50:56.472168139,2026-05-26 09:00:00,2026-05-26 19:00:00,6.02,5.93,7,77.7,True,DELIVERED
D01615,VAN-56,DEPOT-C,North Zone 2,2026-07-06 12:11:00,2026-07-06 12:22:19.662103562,2026-07-06 09:00:00,2026-07-06 14:00:00,6.06,3.55,6,63.65,True,DELIVERED
D01616,VAN-01,DEPOT-A,West Zone 1,2026-06-08 08:57:00,2026-06-08 09:50:33.089466130,2026-06-08 09:00:00,2026-06-08 10:00:00,12.75,0.72,10,87.4,True,DELIVERED
D01617,VAN-41,DEPOT-C,North Zone 1,2026-06-21 09:03:00,2026-06-21 09:07:13.337266046,2026-06-21 09:00:00,2026-06-21 11:00:00,1.12,2.25,6,54.91,True,DELIVERED
D01618,VAN-32,DEPOT-B,East Zone 1,2026-05-26 08:50:00,2026-05-26 09:10:07.786441602,2026-05-26 09:00:00,2026-05-26 10:00:00,5.52,2.66,6,71.04,True,DELIVERED
D01619,VAN-37,DEPOT-C,North Zone 2,2026-06-09 14:08:00,2026-06-09 14:14:08.381247449,2026-06-09 09:00:00,2026-06-09 16:00:00,2.39,7.78,5,71.77,True,DELIVERED
D01620,VAN-32,DEPOT-B,East Zone 1,2026-05-15 13:16:00,2026-05-15 13:41:54.315575279,2026-05-15 09:00:00,2026-05-15 15:00:00,11.48,0.79,6,71.52,True,DELIVERED
D01621,VAN-19,DEPOT-C,North Zone 2,2026-05-06 12:46:00,2026-05-06 13:17:13.376293320,2026-05-06 09:00:00,2026-05-06 14:00:00,10.47,0.38,6,75.5,True,DELIVERED
D01622,VAN-60,DEPOT-A,North Zone 2,2026-07-03 14:39:00,2026-07-03 15:01:58.358453769,2026-07-03 09:00:00,2026-07-03 16:00:00,9.95,2.01,5,81.95,True,
D01623,VAN-33,DEPOT-A,North Zone 2,2026-07-08 11:17:00,2026-07-08 11:51:20.028855693,2026-07-08 09:00:00,2026-07-08 13:00:00,9.23,1.21,8,85.04,False,REDELIVERY_REQUIRED
D01624,VAN-32,DEPOT-A,West Zone 1,2026-07-04 15:17:00,2026-07-04 16:17:37.506411208,2026-07-04 09:00:00,2026-07-04 17:00:00,18.86,3.3,8,117.4,True,DELIVERED
D01625,VAN-28,DEPOT-C,N. Zone 2,2026-06-24 09:28:00,2026-06-24 09:53:07.933411417,2026-06-24 09:00:00,2026-06-24 11:00:00,9.38,0.97,5,72.57,True,DELIVERED
D01626,VAN-32,DEPOT-A,South Zone 2,2026-06-29 15:44:00,2026-06-29 16:14:02.406170409,2026-06-29 09:00:00,2026-06-29 17:00:00,8.67,6.36,4,84.15,True,DELIVERED
D01627,VAN-17,DEPOT-B,South Zone 2,2026-06-01 09:06:00,2026-06-01 09:56:54.475558548,2026-06-01 09:00:00,2026-06-01 11:00:00,15.88,8.75,7,113.8,True,DELIVERED
D01628,VAN-12,DEPOT-C,East Zone 1,2026-05-11 14:53:00,2026-05-11 15:05:57.048430111,2026-05-11 09:00:00,2026-05-11 16:00:00,6.22,2.4,12,68.52,True,DELIVERED
D01629,VAN-32,DEPOT-C,West Zone 1,2026-05-21 18:15:00,2026-05-21 19:06:39.886147895,2026-05-21 09:00:00,2026-05-21 20:00:00,14.08,8.52,9,111.9,True,DELIVERED
D01630,VAN-30,DEPOT-C,South Zone 1,2026-05-16 13:38:00,2026-05-16 13:52:40.404785322,2026-05-16 09:00:00,2026-05-16 15:00:00,8.51,0.28,9,77.12,True,DELIVERED
D01631,VAN-28,DEPOT-A,North Zone 1,2026-07-08 14:42:00,2026-07-08 14:56:01.049421158,2026-07-08 09:00:00,2026-07-08 16:00:00,4.29,1.62,4,52.85,True,DELIVERED
D01632,VAN-57,DEPOT-A,East Zone 1,2026-06-11 10:58:00,2026-06-11 11:14:13.670287116,2026-06-11 09:00:00,2026-06-11 12:00:00,7.62,7.16,9,82.18,True,DELIVERED
D01633,VAN-08,DEPOT-B,South Zone 2,2026-05-30 16:07:00,2026-05-30 16:47:25.487507965,2026-05-30 09:00:00,2026-05-30 18:00:00,14.52,3.62,6,90.09,True,DELIVERED
D01634,VAN-08,DEPOT-C,East Zone 1,2026-07-11 16:51:00,2026-07-11 17:05:56.971202655,2026-07-11 09:00:00,2026-07-11 18:00:00,8.11,4.76,9,71.77,False,REDELIVERY_REQUIRED
D01635,VAN-06,DEPOT-C,South Zone 1,2026-06-22 17:05:00,2026-06-22 17:16:17.799215183,2026-06-22 09:00:00,2026-06-22 19:00:00,4.14,8.06,5,80.47,True,DELIVERED
D01636,VAN-01,DEPOT-A,North Zone 1,2026-06-01 16:14:00,2026-06-01 16:18:14.826202942,2026-06-01 09:00:00,2026-06-01 18:00:00,5.0,,8,72.26,True,DELIVERED
D01637,VAN-47,DEPOT-B,South Zone 1,2026-06-05 12:44:00,2026-06-05 12:48:00.000000000,2026-06-05 09:00:00,2026-06-05 14:00:00,7.31,8.09,7,97.18,True,DELIVERED
D01638,VAN-04,DEPOT-A,North Zone 1,2026-07-10 07:52:00,2026-07-10 07:57:34.467271710,2026-07-10 09:00:00,2026-07-10 09:00:00,5.19,1.47,12,57.19,False,REDELIVERY_REQUIRED
D01639,VAN-10,DEPOT-B,North Zone 1,2026-05-25 18:06:00,2026-05-25 18:10:00.000000000,2026-05-25 09:00:00,2026-05-25 20:00:00,2.48,0.77,8,48.13,True,DELIVERED
D01640,VAN-44,DEPOT-C,South Zone 1,2026-05-05 12:09:00,2026-05-05 12:17:47.570994190,2026-05-05 09:00:00,2026-05-05 14:00:00,4.49,1.58,9,67.53,True,DELIVERED
D01641,VAN-16,DEPOT-C,West Zone 1,2026-06-23 17:57:00,2026-06-23 18:57:06.671266578,2026-06-23 09:00:00,2026-06-23 19:00:00,14.07,3.01,15,106.16,True,DELIVERED
D01642,VAN-51,DEPOT-A,West Zone 1,2026-05-25 10:17:00,2026-05-25 11:17:30.675120386,2026-05-25 09:00:00,2026-05-25 12:00:00,13.88,2.81,5,83.55,True,DELIVERED
D01643,VAN-33,DEPOT-A,North Zone 1,2026-06-06 16:34:00,2026-06-06 16:48:13.032949090,2026-06-06 09:00:00,2026-06-06 18:00:00,6.25,2.89,7,73.53,True,DELIVERED
D01644,VAN-32,DEPOT-C,West Zone 1,2026-05-17 15:40:00,2026-05-17 16:37:25.060526652,2026-05-17 09:00:00,2026-05-17 17:00:00,16.05,0.24,8,92.33,True,DELIVERED
D01645,VAN-47,DEPOT-C,South Zone 2,2026-06-10 09:17:00,2026-06-10 10:00:00.935224020,2026-06-10 09:00:00,2026-06-10 11:00:00,11.39,3.21,6,90.08,False,REDELIVERY_REQUIRED
D01646,VAN-10,DEPOT-A,East Zone 1,2026-05-21 09:22:00,2026-05-21 09:37:30.243775739,2026-05-21 09:00:00,2026-05-21 11:00:00,6.39,2.09,8,83.68,True,DELIVERED
D01647,VAN-42,DEPOT-C,North Zone 2,2026-05-13 15:02:00,2026-05-13 15:13:10.050802846,2026-05-13 09:00:00,2026-05-13 17:00:00,4.61,4.47,9,66.25,True,DELIVERED
D01648,VAN-51,DEPOT-A,West Zone 1,2026-06-01 11:37:00,2026-06-01 12:20:59.183678001,2026-06-01 09:00:00,2026-06-01 13:00:00,10.96,0.25,9,83.06,True,DELIVERED
D01649,VAN-07,DEPOT-B,South Zone 1,2026-05-23 17:13:00,2026-05-23 17:19:32.458774264,2026-05-23 09:00:00,2026-05-23 19:00:00,5.95,4.86,5,71.26,True,DELIVERED
D01650,VAN-52,DEPOT-C,South Zone 1,2026-05-20 11:47:00,2026-05-20 12:08:20.500828298,2026-05-20 09:00:00,2026-05-20 13:00:00,10.88,4.33,10,84.35,True,DELIVERED
D01651,VAN-44,DEPOT-A,West Zone 1,2026-07-03 10:42:00,2026-07-03 11:41:18.697101540,2026-07-03 09:00:00,2026-07-03 12:00:00,16.72,0.5,6,90.32,True,DELIVERED
D01652,VAN-49,DEPOT-B,South Zone 1,2026-05-25 14:20:00,2026-05-25 14:27:10.052590831,2026-05-25 09:00:00,2026-05-25 16:00:00,2.97,0.9,5,57.95,True,DELIVERED
D01653,VAN-23,DEPOT-A,West Zone 1,2026-05-13 09:07:00,2026-05-13 10:09:39.992904225,2026-05-13 09:00:00,2026-05-13 11:00:00,13.72,2.53,11,96.78,True,DELIVERED
D01654,VAN-52,DEPOT-C,North Zone 2,2026-06-20 13:30:00,2026-06-20 13:49:56.152401564,2026-06-20 09:00:00,2026-06-20 15:00:00,10.85,4.07,7,85.92,True,DELIVERED
D01655,VAN-51,DEPOT-B,South Zone 2,2026-06-30 07:13:00,2026-06-30 07:37:44.307059790,2026-06-30 09:00:00,2026-06-30 09:00:00,7.53,3.72,7,71.96,True,DELIVERED
